"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun Mar 31 08:54:58 GMT 2024","Sun Mar 31 08:54:59 GMT 2024","50","API Suite","API Test","com.example.teamcity.api.BuildConfigurationTest","com.example.teamcity.api.BuildConfigurationTest","creatingBuildConfigurationWithInvalidAcceptHeaderShouldNotBeAvailable","creatingBuildConfigurationWithInvalidAcceptHeaderShouldNotBeAvailable","Creating build configuration with invalid Accept header should not be available"
"passed","Sun Mar 31 08:55:04 GMT 2024","Sun Mar 31 08:55:04 GMT 2024","143","API Suite","API Test","com.example.teamcity.api.BuildConfigurationTest","com.example.teamcity.api.BuildConfigurationTest","creatingTwoBuildConfigurationWithSameNameInDifferentProjectsShouldBeAvailable","creatingTwoBuildConfigurationWithSameNameInDifferentProjectsShouldBeAvailable","Creating two build configurations with same name not in the same project should be available"
"passed","Sun Mar 31 08:54:30 GMT 2024","Sun Mar 31 08:54:37 GMT 2024","7132","UI Suite","UI Test","com.example.teamcity.ui.CreateProjectTest","com.example.teamcity.ui.CreateProjectTest","authorizedUserShouldBeAbleToCreateNewProject","authorizedUserShouldBeAbleToCreateNewProject","Authorized user should be able to create new project"
"failed","Sun Mar 31 08:55:05 GMT 2024","Sun Mar 31 08:55:05 GMT 2024","13","API Suite","API Test","com.example.teamcity.api.ProjectTest","com.example.teamcity.api.ProjectTest","creatingProjectWithInvalidIdShouldNotBeAvailable","creatingProjectWithInvalidIdShouldNotBeAvailable","Creating project with invalid id should not be available"
"passed","Sun Mar 31 08:55:02 GMT 2024","Sun Mar 31 08:55:02 GMT 2024","98","API Suite","API Test","com.example.teamcity.api.BuildConfigurationTest","com.example.teamcity.api.BuildConfigurationTest","creatingBuildConfigurationWithValidProjectIdShouldBeAvailable","creatingBuildConfigurationWithValidProjectIdShouldBeAvailable","Creating build configuration with valid project id should be available"
"passed","Sun Mar 31 08:53:37 GMT 2024","Sun Mar 31 08:54:12 GMT 2024","34831","UI Suite","UI Test","com.example.teamcity.ui.CreateBuildConfigurationTest","com.example.teamcity.ui.CreateBuildConfigurationTest","creatingBuildConfigurationWithNotExistedRepoShouldNotBeAvailable","creatingBuildConfigurationWithNotExistedRepoShouldNotBeAvailable","Creating build configuration with non existed repository should not be available"
"passed","Sun Mar 31 08:55:07 GMT 2024","Sun Mar 31 08:55:07 GMT 2024","85","API Suite","API Test","com.example.teamcity.api.ProjectTest","com.example.teamcity.api.ProjectTest","creatingTwoProjectsWithSameNameInDifferentParentsShouldBeAvailable","creatingTwoProjectsWithSameNameInDifferentParentsShouldBeAvailable","Creating two projects with same name in different parent projects should be available"
"failed","Sun Mar 31 08:55:05 GMT 2024","Sun Mar 31 08:55:05 GMT 2024","20","API Suite","API Test","com.example.teamcity.api.ProjectTest","com.example.teamcity.api.ProjectTest","creatingProjectWithInvalidIdShouldNotBeAvailable","creatingProjectWithInvalidIdShouldNotBeAvailable","Creating project with invalid id should not be available"
"passed","Sun Mar 31 08:55:07 GMT 2024","Sun Mar 31 08:55:07 GMT 2024","25","API Suite","API Test","com.example.teamcity.api.ProjectTest","com.example.teamcity.api.ProjectTest","creatingTwoProjectsWithSameNameShouldNotBeAvailable","creatingTwoProjectsWithSameNameShouldNotBeAvailable","Creating two projects with same name should not be available"
"failed","Sun Mar 31 08:54:59 GMT 2024","Sun Mar 31 08:54:59 GMT 2024","63","API Suite","API Test","com.example.teamcity.api.BuildConfigurationTest","com.example.teamcity.api.BuildConfigurationTest","creatingBuildConfigurationWithInvalidIdShouldNotBeAvailable","creatingBuildConfigurationWithInvalidIdShouldNotBeAvailable","Creating build configuration with invalid id should not be available"
"passed","Sun Mar 31 08:55:06 GMT 2024","Sun Mar 31 08:55:07 GMT 2024","504","API Suite","API Test","com.example.teamcity.api.ProjectTest","com.example.teamcity.api.ProjectTest","creatingProjectWithXmlContentTypeShouldBeAvailable","creatingProjectWithXmlContentTypeShouldBeAvailable","Creating project with xml content-type should be available"
"passed","Sun Mar 31 08:55:01 GMT 2024","Sun Mar 31 08:55:01 GMT 2024","76","API Suite","API Test","com.example.teamcity.api.BuildConfigurationTest","com.example.teamcity.api.BuildConfigurationTest","creatingBuildConfigurationWithValidIdShouldBeAvailable","creatingBuildConfigurationWithValidIdShouldBeAvailable","Creating build configuration with valid id should be available"
"passed","Sun Mar 31 08:55:01 GMT 2024","Sun Mar 31 08:55:01 GMT 2024","77","API Suite","API Test","com.example.teamcity.api.BuildConfigurationTest","com.example.teamcity.api.BuildConfigurationTest","creatingBuildConfigurationWithValidNameShouldBeAvailable","creatingBuildConfigurationWithValidNameShouldBeAvailable","Creating build configuration with valid name should be available"
"failed","Sun Mar 31 08:55:00 GMT 2024","Sun Mar 31 08:55:00 GMT 2024","13","API Suite","API Test","com.example.teamcity.api.BuildConfigurationTest","com.example.teamcity.api.BuildConfigurationTest","creatingBuildConfigurationWithInvalidProjectIdShouldNotBeAvailable","creatingBuildConfigurationWithInvalidProjectIdShouldNotBeAvailable","Creating build configuration with invalid project id should not be available"
"failed","Sun Mar 31 08:55:05 GMT 2024","Sun Mar 31 08:55:05 GMT 2024","15","API Suite","API Test","com.example.teamcity.api.ProjectTest","com.example.teamcity.api.ProjectTest","creatingProjectWithInvalidIdShouldNotBeAvailable","creatingProjectWithInvalidIdShouldNotBeAvailable","Creating project with invalid id should not be available"
"failed","Sun Mar 31 08:54:59 GMT 2024","Sun Mar 31 08:54:59 GMT 2024","81","API Suite","API Test","com.example.teamcity.api.BuildConfigurationTest","com.example.teamcity.api.BuildConfigurationTest","creatingBuildConfigurationWithInvalidIdShouldNotBeAvailable","creatingBuildConfigurationWithInvalidIdShouldNotBeAvailable","Creating build configuration with invalid id should not be available"
"failed","Sun Mar 31 08:55:00 GMT 2024","Sun Mar 31 08:55:00 GMT 2024","22","API Suite","API Test","com.example.teamcity.api.BuildConfigurationTest","com.example.teamcity.api.BuildConfigurationTest","creatingBuildConfigurationWithInvalidProjectIdShouldNotBeAvailable","creatingBuildConfigurationWithInvalidProjectIdShouldNotBeAvailable","Creating build configuration with invalid project id should not be available"
"passed","Sun Mar 31 08:55:06 GMT 2024","Sun Mar 31 08:55:06 GMT 2024","42","API Suite","API Test","com.example.teamcity.api.ProjectTest","com.example.teamcity.api.ProjectTest","creatingProjectWithValidNameAsLocatorShouldBeAvailable","creatingProjectWithValidNameAsLocatorShouldBeAvailable","Creating project with valid locator name should be available"
"failed","Sun Mar 31 08:55:00 GMT 2024","Sun Mar 31 08:55:00 GMT 2024","14","API Suite","API Test","com.example.teamcity.api.BuildConfigurationTest","com.example.teamcity.api.BuildConfigurationTest","creatingBuildConfigurationWithInvalidProjectIdShouldNotBeAvailable","creatingBuildConfigurationWithInvalidProjectIdShouldNotBeAvailable","Creating build configuration with invalid project id should not be available"
"failed","Sun Mar 31 08:55:00 GMT 2024","Sun Mar 31 08:55:00 GMT 2024","14","API Suite","API Test","com.example.teamcity.api.BuildConfigurationTest","com.example.teamcity.api.BuildConfigurationTest","creatingBuildConfigurationWithInvalidProjectIdShouldNotBeAvailable","creatingBuildConfigurationWithInvalidProjectIdShouldNotBeAvailable","Creating build configuration with invalid project id should not be available"
"failed","Sun Mar 31 08:55:00 GMT 2024","Sun Mar 31 08:55:00 GMT 2024","13","API Suite","API Test","com.example.teamcity.api.BuildConfigurationTest","com.example.teamcity.api.BuildConfigurationTest","creatingBuildConfigurationWithInvalidProjectIdShouldNotBeAvailable","creatingBuildConfigurationWithInvalidProjectIdShouldNotBeAvailable","Creating build configuration with invalid project id should not be available"
"passed","Sun Mar 31 08:55:06 GMT 2024","Sun Mar 31 08:55:06 GMT 2024","50","API Suite","API Test","com.example.teamcity.api.ProjectTest","com.example.teamcity.api.ProjectTest","creatingProjectWithValidNameAsLocatorShouldBeAvailable","creatingProjectWithValidNameAsLocatorShouldBeAvailable","Creating project with valid locator name should be available"
"failed","Sun Mar 31 08:55:00 GMT 2024","Sun Mar 31 08:55:00 GMT 2024","26","API Suite","API Test","com.example.teamcity.api.BuildConfigurationTest","com.example.teamcity.api.BuildConfigurationTest","creatingBuildConfigurationWithInvalidProjectIdShouldNotBeAvailable","creatingBuildConfigurationWithInvalidProjectIdShouldNotBeAvailable","Creating build configuration with invalid project id should not be available"
"passed","Sun Mar 31 08:55:02 GMT 2024","Sun Mar 31 08:55:02 GMT 2024","128","API Suite","API Test","com.example.teamcity.api.BuildConfigurationTest","com.example.teamcity.api.BuildConfigurationTest","creatingBuildConfigurationWithValidNameShouldBeAvailable","creatingBuildConfigurationWithValidNameShouldBeAvailable","Creating build configuration with valid name should be available"
